
---------- Begin Simulation Statistics ----------
simSeconds                                   0.032265                       # Number of seconds simulated (Second)
simTicks                                  32265196500                       # Number of ticks simulated (Tick)
finalTick                                 32265196500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    586.58                       # Real time elapsed on the host (Second)
hostTickRate                                 55005766                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2257020                       # Number of bytes of host memory used (Byte)
simInsts                                     50000001                       # Number of instructions simulated (Count)
simOps                                       51867305                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    85240                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      88423                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         64530394                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.290608                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.774829                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        69243890                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.instsIssued                       65442446                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  26077                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             17376561                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          15953249                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.numIssuedDist::samples            64528872                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.014158                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.640274                       # Number of insts issued each cycle (Count)
system.l2.ReadSharedReq.mshrMissLatency::cpu.data   3801579000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::total   3801579000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissRate::cpu.data     0.633279                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::total     0.633279                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMshrMissLatency::cpu.data 84129.926749                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::total 84129.926749                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.WritebackDirty.hits::writebacks       398005                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.hits::total           398005                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.accesses::writebacks       398005                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.WritebackDirty.accesses::total       398005                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.power_state.pwrStateResidencyTicks::UNDEFINED  32265196500                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.tags.tagsInUse                 32192.201034                       # Average ticks per tags in use ((Tick/Count))
system.l2.tags.totalRefs                       797065                       # Total number of references to valid blocks. (Count)
system.l2.tags.sampledRefs                     372885                       # Sample count of references to valid blocks. (Count)
system.l2.tags.avgRefs                       2.137563                       # Average number of references to valid blocks. ((Count/Count))
system.l2.tags.warmupTick                       77000                       # The tick when the warmup percentage was hit. (Tick)
system.l2.tags.occupancies::cpu.inst         2.166657                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu.data     32190.034376                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.avgOccs::cpu.inst             0.000066                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu.data             0.982362                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::total                0.982428                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.occupanciesTaskId::1024          32768                       # Occupied blocks per task id (Count)
system.l2.tags.ageTaskId_1024::0                   21                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::1                  188                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::2                 1865                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::3                18435                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::4                12259                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ratioOccsTaskId::1024                1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2.tags.tagAccesses                    6749405                       # Number of tag accesses (Count)
system.l2.tags.dataAccesses                   6749405                       # Number of data accesses (Count)
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED  32265196500                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.avgPriority_writebacks::samples    340100.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples        14.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples    372865.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.000345290500                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds        20919                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds        20919                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState             1029045                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState             319803                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                      372885                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                     340100                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                    372885                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                   340100                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                      6                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.55                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      24.75                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6                372885                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
